 8638 xpcproxy	Created        /private/var/tmp/cy-wS22sw.dylib	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/da.lproj/Localizable.strings	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/da.lproj/Localizable.strings	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/de.lproj	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/de.lproj	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/de.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/de.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/de.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/de.lproj/Localizable.strings	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/de.lproj/Localizable.strings	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.strings	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.strings	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/el.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/en-GB.lproj	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/en-GB.lproj	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/en-GB.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/en-GB.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/en-GB.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/en-GB.lproj/Localizable.strings	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/en-GB.lproj/Localizable.strings	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.strings	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.strings	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es-ES.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.strings	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.strings	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/es.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fi.lproj	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fi.lproj	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fi.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fi.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fi.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fi.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fi.lproj/Localizable.strings	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fi.lproj/Localizable.strings	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.strings	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.strings	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.strings	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.strings	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/fr.lproj/Localizable.stringsdict	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework	
 8704 com.apple.Stream	Created dir    /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/_CodeSignature	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/_CodeSignature	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/_CodeSignature/CodeResources	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/Assets.car	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/Assets.car	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/Assets.car	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjE90B26929	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjE90B26929	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mjE90B26929	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/Assets.car	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/Assets.car	
 8704 com.apple.Stream	Modified       /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/Assets.car	
 8704 com.apple.Stream	Created        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/FBSharedDynamicFramework	
 8704 com.apple.Stream	Changed stat   /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/FBSharedDynamicFramework	
 8704 com.apple.Stream	Chowned        /private/var/mobile/Media/Downloads/5496672343585984419/6361879416701215561/Payload/Messenger.app/Frameworks/FBSharedDynamicFramework.framework/FBSharedDynamicFramework	
 8697 itunesstored	Created        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj53D04A9C3	
 8697 itunesstored	Modified       /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj53D04A9C3	
 8697 itunesstored	Deleted        /private/var/mobile/Media/Downloads/downloads.28.sqlitedb-mj53D04A9C3	
 8707 xpcproxy	Created        /private/var/tmp/cy-f0kcVy.dylib	
 8707 xpcproxy	Deleted        /private/var/tmp/cy-f0kcVy.dylib	
 8707 xpcproxy	Modified       /private/var/tmp/cy-f0kcVy.dylib	
 8707 xpcproxy	Created        /private/var/tmp/cy-3gV0GY.dylib	
 8707 xpcproxy	Deleted        /private/var/tmp/cy-3gV0GY.dylib	
 8707 xpcproxy	Modified       /private/var/tmp/cy-3gV0GY.dylib	
 8707 xpcproxy	Created        /private/var/tmp/cy-tt4wHW.dylib	
 8707 xpcproxy	Deleted        /private/var/tmp/cy-tt4wHW.dylib	
 8707 xpcproxy	Modified       /private/var/tmp/cy-tt4wHW.dylib	
 8707 xpcproxy	Created        /private/var/tmp/cy-xaOja2.dylib	
 8707 xpcproxy	Deleted        /private/var/tmp/cy-xaOja2.dylib	
 8707 xpcproxy	Modified       /private/var/tmp/cy-xaOja2.dylib	
 8707 xpcproxy	Created        /private/var/tmp/cy-x0DBZg.dylib	
 8707 xpcproxy	Deleted        /private/var/tmp/cy-x0DBZg.dylib	
 8707 xpcproxy	Modified       /private/var/tmp/cy-x0DBZg.dylib	
 8707 xpcproxy	Created        /private/var/tmp/cy-XQpmKg.dylib	
 8707 xpcproxy	Deleted        /private/var/tmp/cy-XQpmKg.dylib	
 8707 xpcproxy	Modified       /private/var/tmp/cy-XQpmKg.dylib	
 8707 xpcproxy	Created        /private/var/tmp/cy-cGGC46.dylib	
 8707 xpcproxy	Deleted        /private/var/tmp/cy-cGGC46.dylib	
 8707 xpcproxy	Modified       /private/var/tmp/cy-cGGC46.dylib	
 8707 xpcproxy	Created        /private/var/tmp/cy-Z4nSFU.dylib	
 8707 xpcproxy	Deleted        /private/var/tmp/cy-Z4nSFU.dylib	
 8707 xpcproxy	Modified       /private/var/tmp/cy-Z4nSFU.dylib	
 8707 xpcproxy	Created        /private/var/tmp/cy-TSmhNL.dylib	
 8707 xpcproxy	Deleted        /private/var/tmp/cy-TSmhNL.dylib	
 8697 itunesstored	Created        /private/var/mobile/Library/Cookies/com.apple.itunesstored.2.sqlitedb-journal	
 8707 mdmd	Modified       /private/var/tmp/cy-TSmhNL.dylib	
 8707 mdmd	Created        /private/var/tmp/cy-WEIMEY.dylib	
 8707 mdmd	Deleted        /private/var/tmp/cy-WEIMEY.dylib	
